CustomerId,Id,AttributeId,AttributeValueId,Name,Description,ShowOnPage,DisplayOrder,Value
1,178010,5,8,Kanal kupca za cenovnik,,TRUE,1,1
1,225083,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
1,456896,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
127126,516255,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
127126,242651,5,8,Kanal kupca za cenovnik,,TRUE,1,4
127126,242675,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Da
127126,453377,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
34788,184091,5,8,Kanal kupca za cenovnik,,TRUE,1,1
34788,201737,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
34788,483639,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
37566,150321,5,8,Kanal kupca za cenovnik,,TRUE,1,1
37566,229607,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
37566,478025,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
115666,521615,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
115666,182641,5,8,Kanal kupca za cenovnik,,TRUE,1,3
115666,222020,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
115666,463890,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
39799,123043,5,8,Kanal kupca za cenovnik,,TRUE,1,1
39799,197658,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
39799,490431,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
19056,147004,5,8,Kanal kupca za cenovnik,,TRUE,1,1
19056,209246,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
19056,481631,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
33897,119355,5,8,Kanal kupca za cenovnik,,TRUE,1,4
33897,203846,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
33897,454078,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
35755,140285,5,8,Kanal kupca za cenovnik,,TRUE,1,1
35755,235675,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
35755,477694,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
16353,127160,5,8,Kanal kupca za cenovnik,,TRUE,1,1
16353,204481,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
16353,483724,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
7929,127382,5,8,Kanal kupca za cenovnik,,TRUE,1,1
7929,235386,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
7929,490368,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
47274,186066,5,8,Kanal kupca za cenovnik,,TRUE,1,1
47274,193371,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
47274,452436,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
124535,177925,5,8,Kanal kupca za cenovnik,,TRUE,1,1
124535,228596,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
124535,490145,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
6376,129856,5,8,Kanal kupca za cenovnik,,TRUE,1,1
6376,212240,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
6376,483914,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
114952,191614,5,8,Kanal kupca za cenovnik,,TRUE,1,1
114952,226770,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
114952,474049,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
100129,147112,5,8,Kanal kupca za cenovnik,,TRUE,1,1
100129,221926,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
100129,489075,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
39798,515728,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
39798,182955,5,8,Kanal kupca za cenovnik,,TRUE,1,2
39798,219593,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
39798,475481,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
8177,149001,5,8,Kanal kupca za cenovnik,,TRUE,1,1
8177,209354,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
8177,458655,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
3735,149647,5,8,Kanal kupca za cenovnik,,TRUE,1,1
3735,216277,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
3735,484199,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
38081,150453,5,8,Kanal kupca za cenovnik,,TRUE,1,1
38081,207670,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
38081,457857,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
42306,128621,5,8,Kanal kupca za cenovnik,,TRUE,1,1
42306,212257,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
42306,495947,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
25228,129955,5,8,Kanal kupca za cenovnik,,TRUE,1,1
25228,212341,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
25228,496541,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
23572,522918,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
23572,150506,5,8,Kanal kupca za cenovnik,,TRUE,1,4
23572,240845,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
23572,495065,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
31994,516770,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
31994,119073,5,8,Kanal kupca za cenovnik,,TRUE,1,3
31994,224695,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
31994,488980,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
6036,134249,5,8,Kanal kupca za cenovnik,,TRUE,1,1
6036,232007,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
6036,501888,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
99287,191024,5,8,Kanal kupca za cenovnik,,TRUE,1,1
99287,205944,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
99287,493055,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
52697,158554,5,8,Kanal kupca za cenovnik,,TRUE,1,2
52697,221292,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
52697,478690,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
131055,523234,5,8,Kanal kupca za cenovnik,,TRUE,1,2
131055,523245,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
131055,523306,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
15989,131471,5,8,Kanal kupca za cenovnik,,TRUE,1,1
15989,213106,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
15989,461966,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
56326,121899,5,8,Kanal kupca za cenovnik,,TRUE,1,4
56326,218395,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
56326,476140,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
52915,150063,5,8,Kanal kupca za cenovnik,,TRUE,1,1
52915,199902,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
52915,452537,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
55607,177117,5,8,Kanal kupca za cenovnik,,TRUE,1,4
55607,229230,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
55607,478850,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
118473,178835,5,8,Kanal kupca za cenovnik,,TRUE,1,2
118473,199071,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
118473,473733,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
42219,185998,5,8,Kanal kupca za cenovnik,,TRUE,1,2
42219,217042,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
42219,479234,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
11236,127983,5,8,Kanal kupca za cenovnik,,TRUE,1,1
11236,233436,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
11236,454862,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
20482,126974,5,8,Kanal kupca za cenovnik,,TRUE,1,1
20482,223512,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
20482,493592,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
54717,183127,5,8,Kanal kupca za cenovnik,,TRUE,1,1
54717,236662,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
54717,493954,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
2057,135293,5,8,Kanal kupca za cenovnik,,TRUE,1,1
2057,220512,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
2057,474355,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
14254,174685,5,8,Kanal kupca za cenovnik,,TRUE,1,1
14254,208485,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
14254,474023,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
30296,176098,5,8,Kanal kupca za cenovnik,,TRUE,1,1
30296,204280,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
30296,493660,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
6093,138733,5,8,Kanal kupca za cenovnik,,TRUE,1,1
6093,213150,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
6093,471231,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
23300,128804,5,8,Kanal kupca za cenovnik,,TRUE,1,3
23300,232997,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
23300,466026,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
127769,451795,5,8,Kanal kupca za cenovnik,,TRUE,1,1
127769,451837,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
127769,458676,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
16187,176537,5,8,Kanal kupca za cenovnik,,TRUE,1,4
16187,217103,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
16187,493939,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
15404,156848,5,8,Kanal kupca za cenovnik,,TRUE,1,1
15404,238670,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
15404,472581,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
39094,175315,5,8,Kanal kupca za cenovnik,,TRUE,1,1
39094,218084,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
39094,486306,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
20130,136821,5,8,Kanal kupca za cenovnik,,TRUE,1,1
20130,220711,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
20130,471159,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
99353,178329,5,8,Kanal kupca za cenovnik,,TRUE,1,2
99353,193712,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
99353,489082,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
55941,176637,5,8,Kanal kupca za cenovnik,,TRUE,1,1
55941,215472,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
55941,482755,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
13025,517462,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
13025,185464,5,8,Kanal kupca za cenovnik,,TRUE,1,3
13025,196546,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
13025,453156,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
14882,142833,5,8,Kanal kupca za cenovnik,,TRUE,1,1
14882,235377,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
14882,484110,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
17688,158231,5,8,Kanal kupca za cenovnik,,TRUE,1,1
17688,215429,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
17688,459573,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
48572,119305,5,8,Kanal kupca za cenovnik,,TRUE,1,1
48572,208120,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
48572,472563,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
30082,152763,5,8,Kanal kupca za cenovnik,,TRUE,1,1
30082,201152,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
30082,468361,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
16405,118306,5,8,Kanal kupca za cenovnik,,TRUE,1,2
16405,227371,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
16405,486616,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
7353,151545,5,8,Kanal kupca za cenovnik,,TRUE,1,1
7353,219846,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
7353,485584,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
11771,516452,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
11771,184120,5,8,Kanal kupca za cenovnik,,TRUE,1,4
11771,218825,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Da
11771,454594,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
14354,175384,5,8,Kanal kupca za cenovnik,,TRUE,1,1
14354,199897,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
14354,499667,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
34104,520232,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
34104,157909,5,8,Kanal kupca za cenovnik,,TRUE,1,4
34104,230011,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
34104,453320,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
35868,185229,5,8,Kanal kupca za cenovnik,,TRUE,1,1
35868,210733,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
35868,472165,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
118072,175038,5,8,Kanal kupca za cenovnik,,TRUE,1,2
118072,216307,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
118072,501965,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
128065,504696,5,8,Kanal kupca za cenovnik,,TRUE,1,1
128065,504723,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
128065,504798,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
44047,519708,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
44047,125782,5,8,Kanal kupca za cenovnik,,TRUE,1,4
44047,223935,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
44047,477377,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
5827,138986,5,8,Kanal kupca za cenovnik,,TRUE,1,1
5827,225778,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
5827,455931,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
13990,138544,5,8,Kanal kupca za cenovnik,,TRUE,1,1
13990,220939,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
13990,462564,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
128188,505601,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
128188,505686,5,8,Kanal kupca za cenovnik,,TRUE,1,1
128188,505708,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
2364,121063,5,8,Kanal kupca za cenovnik,,TRUE,1,2
2364,217534,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
2364,458070,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
30845,138524,5,8,Kanal kupca za cenovnik,,TRUE,1,1
30845,217391,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
30845,496310,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
126457,512989,5,8,Kanal kupca za cenovnik,,TRUE,1,1
126457,513001,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
126457,513028,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
4033,125761,5,8,Kanal kupca za cenovnik,,TRUE,1,1
4033,214448,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
4033,486651,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
117054,176110,5,8,Kanal kupca za cenovnik,,TRUE,1,1
117054,204550,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
117054,498967,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
127726,334323,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
127726,353036,5,8,Kanal kupca za cenovnik,,TRUE,1,1
127726,502908,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
56711,178161,5,8,Kanal kupca za cenovnik,,TRUE,1,1
56711,235498,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
56711,453264,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
15823,136873,5,8,Kanal kupca za cenovnik,,TRUE,1,1
15823,237111,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
15823,454860,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
11800,158663,5,8,Kanal kupca za cenovnik,,TRUE,1,1
11800,202370,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
11800,465470,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
4392,160289,5,8,Kanal kupca za cenovnik,,TRUE,1,1
4392,228404,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
4392,453212,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
4623,149358,5,8,Kanal kupca za cenovnik,,TRUE,1,1
4623,226174,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
4623,496444,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
11802,151417,5,8,Kanal kupca za cenovnik,,TRUE,1,1
11802,198575,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
11802,459185,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
4778,177494,5,8,Kanal kupca za cenovnik,,TRUE,1,2
4778,197640,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
4778,500196,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
1927,124498,5,8,Kanal kupca za cenovnik,,TRUE,1,1
1927,197397,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
1927,467357,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
102864,182140,5,8,Kanal kupca za cenovnik,,TRUE,1,2
102864,216839,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
102864,496305,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
11283,144214,5,8,Kanal kupca za cenovnik,,TRUE,1,1
11283,206640,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
11283,455937,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
28987,180854,5,8,Kanal kupca za cenovnik,,TRUE,1,1
28987,240522,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
28987,454335,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
40616,176022,5,8,Kanal kupca za cenovnik,,TRUE,1,2
40616,207580,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
40616,486566,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
33816,520172,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
33816,126031,5,8,Kanal kupca za cenovnik,,TRUE,1,4
33816,211880,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
33816,503276,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
55718,117378,5,8,Kanal kupca za cenovnik,,TRUE,1,1
55718,241151,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
55718,456502,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
47267,159817,5,8,Kanal kupca za cenovnik,,TRUE,1,1
47267,202775,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
47267,478468,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
48240,183804,5,8,Kanal kupca za cenovnik,,TRUE,1,1
48240,211082,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
48240,500246,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
40454,129627,5,8,Kanal kupca za cenovnik,,TRUE,1,1
40454,209736,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
40454,497000,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
36306,516624,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
36306,178706,5,8,Kanal kupca za cenovnik,,TRUE,1,2
36306,208446,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Da
36306,497147,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
26210,123850,5,8,Kanal kupca za cenovnik,,TRUE,1,1
26210,196371,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
26210,502257,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
124406,175728,5,8,Kanal kupca za cenovnik,,TRUE,1,2
124406,242092,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
124406,469479,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
127820,451421,5,8,Kanal kupca za cenovnik,,TRUE,1,1
127820,451439,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
127820,499807,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
107508,181834,5,8,Kanal kupca za cenovnik,,TRUE,1,2
107508,223190,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
107508,469925,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
98862,189267,5,8,Kanal kupca za cenovnik,,TRUE,1,2
98862,206094,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
98862,488103,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
23114,518746,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
23114,127728,5,8,Kanal kupca za cenovnik,,TRUE,1,1
23114,208620,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
23114,476855,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
5633,125923,5,8,Kanal kupca za cenovnik,,TRUE,1,1
5633,195145,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
5633,499739,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
14731,138774,5,8,Kanal kupca za cenovnik,,TRUE,1,1
14731,241708,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
14731,458247,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
30483,242513,5,8,Kanal kupca za cenovnik,,TRUE,1,1
30483,242517,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
30483,489422,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
24652,517069,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
24652,185867,5,8,Kanal kupca za cenovnik,,TRUE,1,2
24652,237690,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Da
24652,463598,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
43002,175828,5,8,Kanal kupca za cenovnik,,TRUE,1,2
43002,213010,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
43002,494897,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
34993,138586,5,8,Kanal kupca za cenovnik,,TRUE,1,1
34993,202453,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
34993,468377,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
51515,146083,5,8,Kanal kupca za cenovnik,,TRUE,1,1
51515,214840,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
51515,463815,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
37992,128416,5,8,Kanal kupca za cenovnik,,TRUE,1,1
37992,199492,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
37992,488090,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
116449,185319,5,8,Kanal kupca za cenovnik,,TRUE,1,1
116449,209024,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
116449,465500,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
36295,121350,5,8,Kanal kupca za cenovnik,,TRUE,1,1
36295,230814,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
36295,499461,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
37743,519688,17,41,Relevantan kupac,,TRUE,0,Relevantan kupac
37743,175968,5,8,Kanal kupca za cenovnik,,TRUE,1,4
37743,208148,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
37743,500222,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
26894,122350,5,8,Kanal kupca za cenovnik,,TRUE,1,1
26894,205059,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
26894,456211,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
19301,128791,5,8,Kanal kupca za cenovnik,,TRUE,1,1
19301,219370,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
19301,454669,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Ne
16425,160530,5,8,Kanal kupca za cenovnik,,TRUE,1,1
16425,219663,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
16425,485175,4,6,Eshop kupac,Kupac koji ima nalog na Eshop-u,TRUE,1,Da
128571,508947,8,17,Ugovor,Da li kupac ima ugovor,TRUE,1,Ne
